URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ValueSet/administrative-gender,ConceptMap/cm-v3-administrative-gender"
http://terminology.hl7.org/CodeSystem/v3-AdministrativeGender,3.0.0,active,"2.16.840.1.113883.5.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for adminstrative purposes (as opposed to clinical gender)","ValueSet/v3-AdministrativeGender,ConceptMap/cm-v3-administrative-gender"
